# Start logging at 2022-05-11 17:47:05 RTZ 2 (зима)
[17:47:05]  qwemodrain: ты ебнутый?
[17:52:26]  ebanaya_krisa228: да
[17:52:35]  deecol: ХАХАХА
[17:52:36]  meksikanec3: ХВАХАВХХАВХВАХ
[17:52:36]  kashtan_11: Либо стрижётся налысо либо бб его
[17:52:36]  m1shanka: что за тарзан
[17:52:36]  magzij15: АХАХХАХАХА
[17:52:37]  apolowka: ухахахаха
[17:52:39]  951743: аааахах
[17:52:40]  slsplugg: АХАХАХ
[17:52:40]  degaspamer: сукаааа  ахахахах
[17:52:42]  aujny: АХХАВХАХВАХВХАХВАХВХАВАХ
[17:52:43]  og6orch: Хаххаахахахаха
[17:52:47]  sayrex_fn: пранк в прямом эфире
[17:52:53]  kriikkkk: будет стрим со стефаном?
[17:52:55]  aujny: аэваххавхахвхавха
[17:52:59]  onlyplayboycash: АХАХАХАХАХ
[17:53:02]  kriikkkk: будет стрим со стефаном???
[17:53:06]  provod_o: ххахаххахахаха
[17:53:08]  b0mbil_b0mbas: Дабайоб
[17:53:21]  baksssman: посрать захотел
[17:53:21]  kriikkkk: будет стрим со стефаном?
[17:53:27]  jyvyz: ГОООООООООО
[17:53:27]  gold_effect2: Догнатся?
[17:53:31]  supeer_billy: аахахаах
[17:53:31]  kra095: АЛИСА СПИТ В ХАТЕ У ПИНКА В КРЫСУ
[17:53:32]  kriikkkk: будет стрим со стефаном??
[17:53:35]  deecol: только эконом вызывайте
[17:53:39]  provod_o: а теперь салютуху то ебанешь?
[17:53:41]  kashtan_11: Сделал дело стримь смело
[17:53:41]  tape0ff: Что тебе вчера кинули на сцену? RlyTho
[17:53:44]  951743: я пукнул
[17:53:51]  kashtan_11: Расскажите стих
[17:53:55]  kriikkkk: будет стрим со стефаном?
[17:53:59]  kriikkkk: будет стрим со стефаном??
[17:54:09]  kissparaade: за ручку потрогать надо было
[17:54:09]  maxon232323: сканер ахаха
[17:54:17]  dogerty_s: КУ ХАХАХАХА
[17:54:18]  ebanaya_krisa228: фрфрфрфр
[17:54:23]  provod_o: перекат хотябы
[17:54:24]  kriikkkk: пасиба
[17:54:25]  gold_effect2: Хотел до вас подъехать, а вы уматываете
[17:54:25]  tape0ff: Че кинули тебе на концике?
[17:54:27]  splazy_078: бб
[17:54:30]  slsplugg: бож
[17:54:33]  bubblek7: нууу
[17:54:35]  rina_tr_03: зови стефана
[17:54:36]  kksskk1: секс был с Алисой?
[17:54:40]  shmara_1: @gold_effect2 себался
[17:54:40]  geniusforgame: Идем за ними парни
[17:54:46]  slsplugg: у марка депрессия?
[17:54:48]  wlamee: 11 прошло
[17:54:51]  provod_o: перекат ебани хотябы
[17:54:57]  tantiw_: 12 секунд прошло
[17:54:58]  fursetpuls: Алиса сейчас делает galaxy другому парню
[17:55:07]  9haven69: я прочитал название видео ЕДЕМ БУХАТЬ
[17:55:11]  kriikkkk: будет стрим со стефаном?
[17:55:17]  tape0ff: Че бля ему кинули вчера на сцену
[17:55:22]  provod_o: перекат ебани хотяб
[17:55:23]  palmovv: f
[17:55:24]  splazy_078: бб
[17:55:34]  ivanchikk1: б
[17:55:36]  only_f0rward: Атриум?
[17:55:52]  seijuro111: ты наебал нас, было больше восьми секунд
[17:55:54]  9haven69: курить вредно
[17:55:54]  provod_o: раз сальтуху не умеете
[17:55:56]  f1ashenev: Бля у этого типо с вами который некогда нет сиг
[17:55:58]  samira__29: Ленора покажи
[17:56:02]  f1ashenev: и жиги
[17:56:05]  nikolashqa: Где булах кросы выцепил свои ?
[17:56:10]  g0rlik: Всем здарова, я многое пропустил уже?
[17:56:25]  tape0ff: Пинк ебани по нам с кулака
[17:56:25]  f1ashenev: @g0rlik да
[17:56:25]  onlyplayboycash: неа
[17:56:32]  onlyplayboycash: они ток поели
[17:56:33]  grah66: f
[17:56:36]  provod_o: ф
[17:56:37]  qjey0: ф
[17:56:38]  grah66: ff
[17:56:39]  ebanaya_krisa228: найс сиги
[17:56:40]  fenicsfi: асуждаю
[17:56:40]  misakakiy020: включите опять буду в таксе
[17:56:42]  pluggsquad: пинк как телефон держишь?
[17:56:43]  supeer_billy: не кури,  мамка поругает
[17:56:46]  jyvyz: о норм
[17:56:49]  qjey0: ф5
[17:56:52]  potiz5: @tape0ff у тебя фетиш на удары кулаком ?
[17:56:54]  jyvyz: всё норм
[17:56:59]  shmara_1: @tape0ff по еблу тебе с ноги не въебать?
[17:57:00]  vikastsr: Чат го заебем чтоб он Стефана позвал
[17:57:11]  vikastsr: Зови Стефана
[17:57:11]  khimich21: это куертов?
[17:57:15]  kriikkkk: будет стрим со стефаном?
[17:57:19]  pluggsquad: пинк как телефон держишь?
[17:57:28]  provod_o: @khimich21 нет
[17:57:28]  m1shanka: заебали со стефаном
[17:57:31]  dogerty_s: нахуй стефана
[17:57:44]  jyvyz: асву
[17:57:45]  sqwoshxd: @pinqtost Как самочувствие после вчерашнего?
[17:57:48]  seijuro111: закладка
[17:57:49]  f1ashenev: уфф
[17:57:49]  pluggsquad: пинк как телефон держишь?
[17:57:51]  robertfromchiraq: уффф
[17:57:53]  vikastsr: Позови Стефана
[17:57:55]  apolowka: ля какая бомба
[17:58:03]  ikirushaa: пацаны,подпишитесь кому не сложно на меня,хочу начать стримить
[17:58:11]  seijuro111: @ikirushaa пошёл нахуй
[17:58:15]  robertfromchiraq: начинай стримить хули яйца паришь дура
[17:58:21]  hocok_hecyca: @ikirushaa гений
[17:58:27]  xyecocu4: Пинк как часто кидают что-то на сцену?
[17:58:27]  shmara_1: @ikirushaa съебался
[17:58:32]  m1shanka: @ikirushaa пососи
[17:58:36]  durex23322: @ikirushaa ПШЛ НАХУЙ
[17:58:38]  rrtyfrtygrt: @ikirushaa нахуй пошел
[17:58:40]  ikirushaa: ахахах,ну а как ещё та
[17:58:45]  nharrly: салам
[17:58:46]  dogerty_s: это европа ?????
[17:58:46]  hocok_hecyca: хахахх, бедны чел
[17:58:50]  misakakiy020: бля бедный начинабщий стример
[17:58:52]  notrightleft: не думал стримить начать
[17:58:56]  jyvyz: это москва
[17:58:57]  grah66: FF
[17:59:02]  grah66: F
[17:59:02]  huumansoul: Когда альбом ????
[17:59:05]  aujny: чела забулили
[17:59:06]  magzij15: 690
[17:59:06]  provod_o: 691
[17:59:06]  notrightleft: думаю там людей набирают
[17:59:07]  kra095: ПИНК ЗАЛЕТЕЛ К АЛИСЕ В ПУКАЛКУ СОВРАТИЛ ЭТУ КУКОЛКУ
[17:59:09]  fursetpuls: @ikirushaa Хорошо , подпишусь , писюн кинешь
[17:59:09]  tape0ff: Збс вчера дизмораль залетела от фанатов доты рэпа
[17:59:09]  ikirushaa: именно что бедный
[17:59:11]  m1shanka: ф
[17:59:12]  aujny: он точно стримить теперь начнет
[17:59:15]  xyecocu4: Пинк как часто что-то кидают на сцену?
[17:59:15]  durex23322: Ф
[17:59:16]  videos0s: 691
[17:59:17]  versachhf: 690
[17:59:18]  slsplugg: f
[17:59:18]  jyvyz: ебланы потосму чьо
[17:59:20]  qjey0: фффф
[17:59:21]  haymannn: Чтобы ты пэдор молчал
[17:59:22]  m1shanka: фф
[17:59:24]  videos0s: 693
[17:59:25]  grah66: я один писал
[17:59:25]  durex23322: ФФФФФФФФФФФ
[17:59:26]  fenicsfi: Хили быкуешь
[17:59:29]  qjey0: ффф
[17:59:30]  remzy_xxl0: пинк еблан
[17:59:33]  supeer_billy: P
[17:59:35]  versachhf: и
[17:59:35]  huumansoul: Когда альбом ???
[17:59:39]  meow_skrf2: ы
[17:59:44]  jyvyz: альбом послен 2 треков
[17:59:47]  meow_skrf2: г
[17:59:51]  softikalzev: @haymannn асуждаю
[17:59:51]  tape0ff: Тебя вчера чуть пакет не убил на сцене
[17:59:52]  gold_effect2: Че сегодня мутить будете?
[17:59:54]  robertfromchiraq: BEDOLAGA
[17:59:56]  grah66: 590
[17:59:56]  xyecocu4: Пинк как часто что-то кидают на сцену?
[18:00:02]  pmolodoy: vlados2Rage
[18:00:02]  grah66: FFFF
[18:00:03]  videos0s: БЕЛЫЙ КИА РИО
[18:00:04]  m1shanka: 490
[18:00:06]  haymannn: АСУЖДАЮ
[18:00:07]  zhenek233: п
[18:00:10]  videos0s: 683
[18:00:10]  nharrly: какие планы?
[18:00:10]  grah66: 390
[18:00:14]  tape0ff: Че тебе вчера кинули
[18:00:22]  versachhf: 290
[18:00:22]  provod_o: а какая из этих
[18:00:23]  vanyadark_: @xyecocu4 на какую сцену? он стример
[18:00:24]  grah66: какой номер 163?
[18:00:25]  rampls666: @Tape0ff худи
[18:00:33]  softikalzev: ааххахахвахавхавх
[18:00:33]  provod_o: как таксиста зовут
[18:00:33]  f1ashenev: Почему не бизнес ?
[18:00:38]  fakel_fn: 🅱️
[18:00:40]  onlyplayboycash: Ахахахах
[18:00:41]  lovv33: включите гниду
[18:00:42]  m1shanka: ахахха
[18:00:42]  seijuro111: ХАЫХВХАЫХХАЫХАХЫ
[18:00:42]  jyvyz: блять спалил
[18:00:45]  neonmanee: хпэаэаэпэааэ
[18:00:46]  maxon232323: ахахахахха
[18:00:47]  meow_skrf2: ХАХАХА
[18:00:48]  dianissim0: ХААХВХВВХВХВВХВ
[18:00:50]  jyvyz: оффф звук пинк
[18:00:50]  seijuro111: ХАВЫХАХЫВХАХЫАХЫХАЫХ
[18:00:50]  m1shanka: +адрес
[18:00:51]  zonelic: нищие что ли
[18:00:53]  robertfromchiraq: 🅱️EDOLAGA
[18:00:55]  xyecocu4: Пинк что тебе вчера кинули на сцену?
[18:00:56]  shikomoon: АХАХХАХАХАХА
[18:00:58]  kurtevery: rinael1Jam
[18:01:00]  prostosyshestvyu: @f1ashenev У НЕГО ДЕНЕГ ТОЛЬКО НА ПИВО С КАСИЧКОЙ
[18:01:02]  hogiilaban: Не-не пумпутундуууу можно этот
[18:01:03]  ginchikfx: АХПЗХАЗПХАЗПХАЗП
[18:01:04]  kellyfn007: хахахахахаха
[18:01:08]  kriikkkk: ХВХАХАХЦХ
[18:01:08]  jyvyz: пиздец
[18:01:09]  f1ashenev: Вы за мефом?
[18:01:10]  tape0ff: @rampls666 Ты кинул?
[18:01:15]  f1ashenev: @f1ashenev ХАаххахха
[18:01:15]  meksikanec3: ЗВАЗАЗВАЗВАЗАВХВАХВА
[18:01:15]  provod_o: Как таксиста зовут
[18:01:18]  kellyfn007: ЖАРА
[18:01:20]  rampls666: @Tape0ff Нет
[18:01:20]  slow_yo: аахааахааах
[18:01:21]  meow_skrf2: ХАХАХАХАХАХАХАХАХА
[18:01:22]  meksikanec3: ВОООО
[18:01:22]  kriikkkk: ХВХВХВХВЗВХЫХЫХХАХВ
[18:01:22]  hellrey20: Dadada
[18:01:23]  misakakiy020: таксисту 5к
[18:01:23]  zalivnenok: :)
[18:01:24]  qjey0: ахаххаха
[18:01:25]  seijuro111: ЖАРА ПИЗДЕЦ
[18:01:25]  suslik192: включите свое музло
[18:01:25]  nharrly: пошла жаришка
[18:01:26]  purplecodeineplugg: ыхвъаывах
[18:01:26]  magzij15: хаха
[18:01:28]  meow_skrf2: ТООООППП КАЙФ
[18:01:28]  dogerty_s: жара
[18:01:28]  gold_effect2: @f1ashenev Да вроде
[18:01:29]  videos0s: сука пристегнись блять
[18:01:29]  deecol: 5к
[18:01:31]  supeer_billy: YJHV
[18:01:31]  aujny: АЪВАХВХАХВАХВАХВА
[18:01:32]  nikitawol: АХАХААХАХАХА
[18:01:34]  noes1337: кайфуем
[18:01:35]  seijuro111: 100К ТАКСИСТУ
[18:01:36]  provod_o: как таксиста зовут
[18:01:37]  onlyplayboycash: Ахахахах
[18:01:38]  videos0s: СУКА ТУН ТУН ПРИСТЕГНИСЬ
[18:01:39]  f1ashenev: Скок мефа взяли:?
[18:01:40]  tape0ff: @rampls666 А как ты понял
[18:01:40]  m1shanka: чет таксист добрый жалко издеваться
[18:01:41]  softikalzev: Ахавхывахаывхаыв
[18:01:41]  zonelic: включи скалм
[18:01:45]  f1ashenev: 2 3?
[18:01:45]  kriikkkk: таксист классный
[18:01:45]  nharrly: кайфыыы
[18:01:45]  xyecocu4: Пинк что тебе вчера кинули на сцену?
[18:01:49]  shikomoon: ХАХАХАХАХАХ
[18:01:50]  rampls666: @Tape0ff Он показывал на стриме
[18:01:53]  tawerkirill: Аххаахахха
[18:01:53]  ameamegod_: АХАХАХААХАХАХАХА
[18:01:54]  nharrly: ахазахаха
[18:01:55]  reiinv: Пусть пристегнется
[18:01:56]  suslik192: СВОЮ МУЗЫКУ
[18:01:56]  apolowka: хахахаха
[18:02:01]  slow_yo: блейзер
[18:02:03]  chelovek989: рева
[18:02:04]  f1ashenev: Или вы на можном лины заны
[18:02:05]  cup_of_sht: блэйзер
[18:02:08]  nharrly: флэш
[18:02:09]  volshebnik4: Джули джокер
[18:02:09]  noes1337: флеш
[18:02:10]  frieend: Рево
[18:02:12]  sqwoshxd: Ягуар
[18:02:14]  purplecodeineplugg: гараж
[18:02:15]  suslik192: гниду врубмте
[18:02:16]  provod_o: вд
[18:02:17]  vl4dok: ФЛЭШ
[18:02:17]  grah66: включи музон еби меня по китайски
[18:02:18]  gold_effect2: драйв
[18:02:18]  dogerty_s: ГАРАЖ НАХУЙ
[18:02:19]  chelovek989: рево
[18:02:22]  dima245hdb: горила
[18:02:23]  tape0ff: @rampls666 лан
[18:02:24]  f1ashenev: пинокалада
[18:02:25]  zalivnenok: хаха ну  да
[18:02:30]  shikomoon: АХАХХАХАХ
[18:02:30]  vl4dok: РЕЙВО
[18:02:32]  provod_o: ххапхахаххахаха
[18:02:32]  f1ashenev: хахахаххаах
[18:02:37]  provod_o: хахахаххахахахахах
[18:02:38]  magzij15: хахаха
[18:02:38]  gold_effect2: Кристаллическая
[18:02:39]  noes1337: АХАХХААХ
[18:02:39]  aujny: авхахвхахвхахывапхва
[18:02:40]  m1shanka: аххахахаах
[18:02:40]  kurtevery: :tf:
[18:02:44]  ameamegod_: аъаъаахахахаа
[18:02:44]  kriikkkk: ЗЫХАЗЗАЗАХА
[18:02:45]  nharrly: ахахахазахвзахазазвзахп
[18:02:46]  shikomoon: АХАХАХАХАХХХАХАА
[18:02:47]  tape0ff: @rampls666 На этом который щас? RlyTho
[18:02:48]  videos0s: АХАХАХАХ
[18:02:49]  daaaaaaarkness: АХХАВПХАВХП
[18:02:50]  maxon232323: ахвхвхаахаххаха
[18:02:52]  magzij15: хахахахахахахаха
[18:02:56]  f1ashenev: ХХААААХАХАХА ТАКСИСТ
[18:02:56]  maxon232323: молотком
[18:03:02]  ogsashaaaa: её обычно с томатным соком делают
[18:03:04]  magzij15: хахахааххахах
[18:03:06]  onlyplayboycash: Ахахахах
[18:03:07]  slsplugg: DPDPDPDPDPD
[18:03:07]  kriikkkk: ХВХАЗВЗВХХВХВВ
[18:03:08]  gold_effect2: хахахахаххаха
[18:03:11]  provod_o: я в киллограмах мерю
[18:03:12]  slsplugg: АХАХАХА
[18:03:14]  yxxxrick: Таксист сам стебает Марка
[18:03:15]  jyvyz: водка убьет микробы все
[18:03:23]  magzij15: хахаха
[18:03:23]  qjey0: Марк клея нюхнул?
[18:03:28]  suslik192: го свою музыку еюаныц рот
[18:03:28]  provod_o: как таксиста зовут
[18:03:30]  meow_skrf2: Хахахаххаа
[18:03:32]  f1ashenev: @qjey0 МЕФА
[18:03:33]  onlyplayboycash: АХАХАХАХАХХ
[18:03:34]  tape0ff: @rampls666 Я угорал как он не выкинул хахахах
[18:03:37]  shmara_1: @qjey0 хапнул
[18:03:39]  likor_228: ЭАХАЭАХАХАХАХАХАХАХАХА
[18:03:44]  mon1k32: марк доснял седн видос?
[18:03:45]  ghhhhhbbbg: Хахахахаха
[18:03:45]  sqwoshxd: У Марка каждый день как пранк
[18:03:53]  provod_o: рэпчик)))
[18:03:57]  samir7oj: мэп
[18:03:58]  prodygq: попроси Скалли включить
[18:03:59]  aujny: АВАХВХАХВХА
[18:03:59]  nharrly: ахазхахезах
[18:04:00]  f1ashenev: ИСКЛЮЧИТЕЛЬНО ХИП ХОП И РЭП
[18:04:03]  magzij15: хаха
[18:04:03]  meow_skrf2: ХАХАХАХАХАХАХАХАХ
[18:04:03]  arseniiiyyy: NotLikeThis
[18:04:07]  kriikkkk: включите ему скалли
[18:04:11]  robertfromchiraq: НАСВАЙ
[18:04:14]  kriikkkk: АХАХАХХАХА
[18:04:18]  nharrly: вот оно
[18:04:20]  provod_o: сюдааааа
[18:04:21]  robertfromchiraq: ТОЛКНИТЕ ЧИКЕТЫ ТАКСИСТУ
[18:04:22]  noes1337: качает
[18:04:25]  meow_skrf2: АХАХАХАХАХХАХАХА
[18:04:26]  shmara_1: строго
[18:04:29]  jyvyz: авторские прпава пинккккккк
[18:04:32]  provod_o: теперь ф
[18:04:32]  kovyan: СКАЛИ
[18:04:35]  ecl1pss: Ф
[18:04:35]  slsplugg: дайте таксисту 5к
[18:04:36]  jyvyz: офай музыку там ап
[18:04:38]  frieend: ы
[18:04:41]  tawerkirill: Ф
[18:04:41]  grah66: f
[18:04:43]  videos0s: ....
[18:04:43]  frieend: ф5
[18:04:43]  tantiw_: ф5
[18:04:45]  provod_o: вхвххвхвх
[18:04:46]  onlyplayboycash: АХАХАХАХ
[18:04:46]  suslik192: ору
[18:04:46]  ecl1pss: АААААПППП!!!!!!!
[18:04:47]  noes1337: ЫХВПХЫХПАХПВХПХАХЫПХВХАП
[18:04:47]  slsplugg: дайте таксисту 5к .
[18:04:49]  nharrly: ахазахахахазаха
[18:04:49]  daaaaaaarkness: ахахахахаах
[18:04:50]  kriikkkk: ЖАЗАЗАЗАХХЧХЧЗЧХАХА
[18:04:51]  videos0s: ПРО НАСВАЙ ЛИШНИЕ
[18:04:52]  purplecodeineplugg: Включите через блютуз
[18:04:52]  misakakiy020: борщ
[18:04:54]  m1shanka: хахахахахааххаха
[18:04:55]  magzij15: ахахахахаххаахах
[18:04:56]  jyvyz: асуж
[18:04:57]  suslik192: АП
[18:04:57]  provod_o: как таксита зовут
[18:04:58]  nharrly: а снюсика?
[18:04:59]  runnnik: @VIDEOS0S пойдет
[18:05:03]  provod_o: АП
[18:05:04]  noes1337: ТЫ ЕЩЕ ПРО НАРДЫ СПРОСИ АХАХАХАХА
[18:05:06]  ecl1pss: АП
[18:05:06]  robertfromchiraq: СПАСИБО ПИНК
[18:05:13]  ecl1pss: АПАПАПАПАПАПАПАПАА
[18:05:14]  suslik192: АВТОРСКИЕ ПРАВА
[18:05:15]  softikalzev: ХАВХЫАВХАВХАВЫ
[18:05:15]  zalivnenok: хаха
[18:05:16]  nikitawol: ЯЗ
